R1,R2,heri,phi1,phi2,FF
5.0,0.8,58.0,-180.0,0.0,722853.2492788658
5.0,0.8,58.0,-179.0,0.0,807594.2077608606
5.0,0.8,58.0,-178.0,0.0,962506.8653616614
5.0,0.8,58.0,-177.0,0.0,1188917.5181061914
5.0,0.8,58.0,-176.0,0.0,1442746.2394077522
5.0,0.8,58.0,-175.0,0.0,1626948.5045490935
5.0,0.8,58.0,-174.0,0.0,1647977.378040291
5.0,0.8,58.0,-173.0,0.0,1514265.9482290945
5.0,0.8,58.0,-172.0,0.0,1378941.207570491
5.0,0.8,58.0,-171.0,0.0,1473499.7124925724
5.0,0.8,58.0,-170.0,0.0,1953564.3757221939
5.0,0.8,58.0,-169.0,0.0,2665185.231436161
5.0,0.8,58.0,-168.0,0.0,3074878.277400905
5.0,0.8,58.0,-167.0,0.0,2810737.4492717325
5.0,0.8,58.0,-166.0,0.0,2164363.5582463522
5.0,0.8,58.0,-165.0,0.0,1588443.0802226006
5.0,0.8,58.0,-164.0,0.0,1207858.3325363472
5.0,0.8,58.0,-163.0,0.0,1081215.0652711862
5.0,0.8,58.0,-162.0,0.0,1413970.4238839513
5.0,0.8,58.0,-161.0,0.0,2197287.2951554754
5.0,0.8,58.0,-160.0,0.0,2508006.2225026404
5.0,0.8,58.0,-159.0,0.0,1739981.2468484263
5.0,0.8,58.0,-158.0,0.0,867066.8015982878
5.0,0.8,58.0,-157.0,0.0,470710.3069758701
5.0,0.8,58.0,-156.0,0.0,360089.7874228514
5.0,0.8,58.0,-155.0,0.0,319788.791523216
5.0,0.8,58.0,-154.0,0.0,268112.90058393136
5.0,0.8,58.0,-153.0,0.0,203756.95447797384
5.0,0.8,58.0,-152.0,0.0,149526.62711686068
5.0,0.8,58.0,-151.0,0.0,116823.65273032042
5.0,0.8,58.0,-150.0,0.0,96420.63884064653
5.0,0.8,58.0,-149.0,0.0,72613.03386882825
5.0,0.8,58.0,-148.0,0.0,44601.416348230996
5.0,0.8,58.0,-147.0,0.0,22285.908912608345
5.0,0.8,58.0,-146.0,0.0,9629.703324621452
5.0,0.8,58.0,-145.0,0.0,3865.0226958778517
5.0,0.8,58.0,-144.0,0.0,1515.0462771961284
5.0,0.8,58.0,-143.0,0.0,585.6570315908982
5.0,0.8,58.0,-142.0,0.0,209.93970149140745
5.0,0.8,58.0,-141.0,0.0,50.403324269003534
5.0,0.8,58.0,-140.0,0.0,-21.16568042518646
5.0,0.8,58.0,-139.0,0.0,-54.59019070954683
5.0,0.8,58.0,-138.0,0.0,-70.1030893698421
5.0,0.8,58.0,-137.0,0.0,-76.25458790035691
5.0,0.8,58.0,-136.0,0.0,-76.58061269451944
5.0,0.8,58.0,-135.0,0.0,-72.03900413781466
5.0,0.8,58.0,-134.0,0.0,-61.58144496216536
5.0,0.8,58.0,-133.0,0.0,-41.40990994133571
5.0,0.8,58.0,-132.0,0.0,-2.420306216583851
5.0,0.8,58.0,-131.0,0.0,75.82403149277057
5.0,0.8,58.0,-130.0,0.0,237.91546862285895
5.0,0.8,58.0,-129.0,0.0,577.074189578784
5.0,0.8,58.0,-128.0,0.0,1273.1919166338503
5.0,0.8,58.0,-127.0,0.0,2626.593852028502
5.0,0.8,58.0,-126.0,0.0,5018.3554585872835
5.0,0.8,58.0,-125.0,0.0,8681.804811556149
5.0,0.8,58.0,-124.0,0.0,13306.967742737019
5.0,0.8,58.0,-123.0,0.0,17957.360155442504
5.0,0.8,58.0,-122.0,0.0,21968.79595186319
5.0,0.8,58.0,-121.0,0.0,26506.798488605804
5.0,0.8,58.0,-120.0,0.0,35439.091936654666
5.0,0.8,58.0,-119.0,0.0,55092.785983038026
5.0,0.8,58.0,-118.0,0.0,93431.64994790893
5.0,0.8,58.0,-117.0,0.0,158014.7838373847
5.0,0.8,58.0,-116.0,0.0,252000.70829507711
5.0,0.8,58.0,-115.0,0.0,372675.8724017991
5.0,0.8,58.0,-114.0,0.0,521790.90731606586
5.0,0.8,58.0,-113.0,0.0,719940.6047860776
5.0,0.8,58.0,-112.0,0.0,978249.5411783278
5.0,0.8,58.0,-111.0,0.0,1215006.9326848702
5.0,0.8,58.0,-110.0,0.0,1266306.6271972721
5.0,0.8,58.0,-109.0,0.0,1072675.9414805805
5.0,0.8,58.0,-108.0,0.0,756527.9575122643
5.0,0.8,58.0,-107.0,0.0,470206.2313559782
5.0,0.8,58.0,-106.0,0.0,279671.4462331583
5.0,0.8,58.0,-105.0,0.0,180398.2151059381
5.0,0.8,58.0,-104.0,0.0,147465.23459365455
5.0,0.8,58.0,-103.0,0.0,163574.55049540647
5.0,0.8,58.0,-102.0,0.0,227028.3851525464
5.0,0.8,58.0,-101.0,0.0,351815.77905334224
5.0,0.8,58.0,-100.0,0.0,564252.3062374463
5.0,0.8,58.0,-99.0,0.0,893027.2213210817
5.0,0.8,58.0,-98.0,0.0,1347614.665704135
5.0,0.8,58.0,-97.0,0.0,1888443.956114051
5.0,0.8,58.0,-96.0,0.0,2410390.754993279
5.0,0.8,58.0,-95.0,0.0,2769336.9763213424
5.0,0.8,58.0,-94.0,0.0,2852508.3754831357
5.0,0.8,58.0,-93.0,0.0,2643225.4149395707
5.0,0.8,58.0,-92.0,0.0,2224696.0314064627
5.0,0.8,58.0,-91.0,0.0,1724405.399450939
5.0,0.8,58.0,-90.0,0.0,1250659.8294290695
5.0,0.8,58.0,-89.0,0.0,862481.6584281264
5.0,0.8,58.0,-88.0,0.0,574054.8134392828
5.0,0.8,58.0,-87.0,0.0,373604.3532955485
5.0,0.8,58.0,-86.0,0.0,240357.37432309057
5.0,0.8,58.0,-85.0,0.0,154213.87587558874
5.0,0.8,58.0,-84.0,0.0,99369.95854188241
5.0,0.8,58.0,-83.0,0.0,64661.88886519567
5.0,0.8,58.0,-82.0,0.0,42676.183312297
5.0,0.8,58.0,-81.0,0.0,28664.675526187257
5.0,0.8,58.0,-80.0,0.0,19646.63372624427
5.0,0.8,58.0,-79.0,0.0,13768.22749581435
5.0,0.8,58.0,-78.0,0.0,9878.808487808625
5.0,0.8,58.0,-77.0,0.0,7262.0452812187905
5.0,0.8,58.0,-76.0,0.0,5469.147161877499
5.0,0.8,58.0,-75.0,0.0,4216.542331743884
5.0,0.8,58.0,-74.0,0.0,3323.304498831347
5.0,0.8,58.0,-73.0,0.0,2672.8083179137707
5.0,0.8,58.0,-72.0,0.0,2189.0952984240043
5.0,0.8,58.0,-71.0,0.0,1822.18301040597
5.0,0.8,58.0,-70.0,0.0,1538.8400727156836
5.0,0.8,58.0,-69.0,0.0,1316.7298396635724
5.0,0.8,58.0,-68.0,0.0,1140.6533540248884
5.0,0.8,58.0,-67.0,0.0,1000.1176254116488
5.0,0.8,58.0,-66.0,0.0,887.7523231620195
5.0,0.8,58.0,-65.0,0.0,798.2767874326719
5.0,0.8,58.0,-64.0,0.0,727.8278267122128
5.0,0.8,58.0,-63.0,0.0,673.5256688813461
5.0,0.8,58.0,-62.0,0.0,633.1976176313555
5.0,0.8,58.0,-61.0,0.0,605.2064189080322
5.0,0.8,58.0,-60.0,0.0,588.348910511601
5.0,0.8,58.0,-59.0,0.0,581.803659016133
5.0,0.8,58.0,-58.0,0.0,585.1160881202421
5.0,0.8,58.0,-57.0,0.0,598.2174809779016
5.0,0.8,58.0,-56.0,0.0,621.4813065122496
5.0,0.8,58.0,-55.0,0.0,655.8276605953411
5.0,0.8,58.0,-54.0,0.0,702.8955280981255
5.0,0.8,58.0,-53.0,0.0,765.3148739177975
5.0,0.8,58.0,-52.0,0.0,847.1290230682787
5.0,0.8,58.0,-51.0,0.0,954.4468054126603
5.0,0.8,58.0,-50.0,0.0,1096.4507308393272
5.0,0.8,58.0,-49.0,0.0,1286.9639254457422
5.0,0.8,58.0,-48.0,0.0,1546.904401562713
5.0,0.8,58.0,-47.0,0.0,1908.1630325750093
5.0,0.8,58.0,-46.0,0.0,2419.7848519217514
5.0,0.8,58.0,-45.0,0.0,3157.8984844329007
5.0,0.8,58.0,-44.0,0.0,4241.761393025981
5.0,0.8,58.0,-43.0,0.0,5859.770715176039
5.0,0.8,58.0,-42.0,0.0,8311.598425789152
5.0,0.8,58.0,-41.0,0.0,12076.013588606444
5.0,0.8,58.0,-40.0,0.0,17918.462544793594
5.0,0.8,58.0,-39.0,0.0,27057.095775965532
5.0,0.8,58.0,-38.0,0.0,41406.873796594824
5.0,0.8,58.0,-37.0,0.0,63908.46181449997
5.0,0.8,58.0,-36.0,0.0,98899.59080235437
5.0,0.8,58.0,-35.0,0.0,152363.15577498163
5.0,0.8,58.0,-34.0,0.0,231647.74457714902
5.0,0.8,58.0,-33.0,0.0,343928.28569020104
5.0,0.8,58.0,-32.0,0.0,492516.77768623055
5.0,0.8,58.0,-31.0,0.0,670823.9024961095
5.0,0.8,58.0,-30.0,0.0,856134.0356215014
5.0,0.8,58.0,-29.0,0.0,1008849.3175349636
5.0,0.8,58.0,-28.0,0.0,1083551.8775899543
5.0,0.8,58.0,-27.0,0.0,1050853.5463731152
5.0,0.8,58.0,-26.0,0.0,916287.1172632949
5.0,0.8,58.0,-25.0,0.0,719478.0775435024
5.0,0.8,58.0,-24.0,0.0,512643.66701275524
5.0,0.8,58.0,-23.0,0.0,335998.78135141043
5.0,0.8,58.0,-22.0,0.0,207104.06620138226
5.0,0.8,58.0,-21.0,0.0,125775.60629987191
5.0,0.8,58.0,-20.0,0.0,86178.41810570218
5.0,0.8,58.0,-19.0,0.0,91008.57084557295
5.0,0.8,58.0,-18.0,0.0,173866.13154331764
5.0,0.8,58.0,-17.0,0.0,449693.69453982345
5.0,0.8,58.0,-16.0,0.0,1206287.338421537
5.0,0.8,58.0,-15.0,0.0,2894584.2980537666
5.0,0.8,58.0,-14.0,0.0,5466879.1417820165
5.0,0.8,58.0,-13.0,0.0,7202468.768584832
5.0,0.8,58.0,-12.0,0.0,6156844.297871775
5.0,0.8,58.0,-11.0,0.0,3466293.4453821387
5.0,0.8,58.0,-10.0,0.0,1412908.1726536045
5.0,0.8,58.0,-9.0,0.0,474886.6226866806
5.0,0.8,58.0,-8.0,0.0,150197.28968881385
5.0,0.8,58.0,-7.0,0.0,51061.71269363796
5.0,0.8,58.0,-6.0,0.0,21395.8683186557
5.0,0.8,58.0,-5.0,0.0,12216.334262896506
5.0,0.8,58.0,-4.0,0.0,9515.780167307397
5.0,0.8,58.0,-3.0,0.0,9122.907062184588
5.0,0.8,58.0,-2.0,0.0,9335.52295927117
5.0,0.8,58.0,-1.0,0.0,9094.79862309557
5.0,0.8,58.0,0.0,0.0,7898.570063854504
5.0,0.8,58.0,1.0,0.0,5957.481638969621
5.0,0.8,58.0,2.0,0.0,3901.570024578173
5.0,0.8,58.0,3.0,0.0,2248.4230586939602
5.0,0.8,58.0,4.0,0.0,1157.3842099549365
5.0,0.8,58.0,5.0,0.0,532.8574181915317
5.0,0.8,58.0,6.0,0.0,209.41986620719922
5.0,0.8,58.0,7.0,0.0,53.11663181534268
5.0,0.8,58.0,8.0,0.0,-18.66022054201023
5.0,0.8,58.0,9.0,0.0,-49.968096705600786
5.0,0.8,58.0,10.0,0.0,-62.380935684723646
5.0,0.8,58.0,11.0,0.0,-65.86342158160245
5.0,0.8,58.0,12.0,0.0,-64.6670890108687
5.0,0.8,58.0,13.0,0.0,-60.095021538212855
5.0,0.8,58.0,14.0,0.0,-51.45287679342746
5.0,0.8,58.0,15.0,0.0,-35.64478772520627
5.0,0.8,58.0,16.0,0.0,-4.81597529131512
5.0,0.8,58.0,17.0,0.0,60.74444503578579
5.0,0.8,58.0,18.0,0.0,213.71176903153176
5.0,0.8,58.0,19.0,0.0,605.6844557251795
5.0,0.8,58.0,20.0,0.0,1702.2895583046152
5.0,0.8,58.0,21.0,0.0,4989.711217463189
5.0,0.8,58.0,22.0,0.0,15139.455548649332
5.0,0.8,58.0,23.0,0.0,45195.44108543705
5.0,0.8,58.0,24.0,0.0,121287.17426082521
5.0,0.8,58.0,25.0,0.0,260570.63183615572
5.0,0.8,58.0,26.0,0.0,408585.25871513586
5.0,0.8,58.0,27.0,0.0,480491.319934236
5.0,0.8,58.0,28.0,0.0,513434.0188672811
5.0,0.8,58.0,29.0,0.0,567655.303101652
5.0,0.8,58.0,30.0,0.0,591512.6006418839
5.0,0.8,58.0,31.0,0.0,536163.3182709126
5.0,0.8,58.0,32.0,0.0,451699.3387107839
5.0,0.8,58.0,33.0,0.0,429894.0096840838
5.0,0.8,58.0,34.0,0.0,525710.3999235483
5.0,0.8,58.0,35.0,0.0,719190.0566503664
5.0,0.8,58.0,36.0,0.0,902595.4365092868
5.0,0.8,58.0,37.0,0.0,952110.5469277194
5.0,0.8,58.0,38.0,0.0,864446.1774775778
5.0,0.8,58.0,39.0,0.0,748693.73868972
5.0,0.8,58.0,40.0,0.0,682174.0824689649
5.0,0.8,58.0,41.0,0.0,699144.9621560534
5.0,0.8,58.0,42.0,0.0,843565.3130158858
5.0,0.8,58.0,43.0,0.0,1135554.9848556134
5.0,0.8,58.0,44.0,0.0,1476185.7364895449
5.0,0.8,58.0,45.0,0.0,1644925.2310426922
5.0,0.8,58.0,46.0,0.0,1472167.957114808
5.0,0.8,58.0,47.0,0.0,1026992.7047611601
5.0,0.8,58.0,48.0,0.0,576618.7855758353
5.0,0.8,58.0,49.0,0.0,293261.03292152553
5.0,0.8,58.0,50.0,0.0,161140.81151568203
5.0,0.8,58.0,51.0,0.0,112347.95921845418
5.0,0.8,58.0,52.0,0.0,104981.34044040462
5.0,0.8,58.0,53.0,0.0,125521.65736380803
5.0,0.8,58.0,54.0,0.0,177404.97759680342
5.0,0.8,58.0,55.0,0.0,275237.8017215324
5.0,0.8,58.0,56.0,0.0,447112.30896039243
5.0,0.8,58.0,57.0,0.0,746877.0323125052
5.0,0.8,58.0,58.0,0.0,1273078.9897380413
5.0,0.8,58.0,59.0,0.0,2180484.023515898
5.0,0.8,58.0,60.0,0.0,3664795.0060175257
5.0,0.8,58.0,61.0,0.0,5899861.124948462
5.0,0.8,58.0,62.0,0.0,8911799.709093018
5.0,0.8,58.0,63.0,0.0,12419608.133023048
5.0,0.8,58.0,64.0,0.0,15761390.09026695
5.0,0.8,58.0,65.0,0.0,18058766.789243948
5.0,0.8,58.0,66.0,0.0,18619374.16630217
5.0,0.8,58.0,67.0,0.0,17317010.90500295
5.0,0.8,58.0,68.0,0.0,14639452.383758403
5.0,0.8,58.0,69.0,0.0,11380593.76737076
5.0,0.8,58.0,70.0,0.0,8250067.78516765
5.0,0.8,58.0,71.0,0.0,5659557.848401921
5.0,0.8,58.0,72.0,0.0,3726235.9249208784
5.0,0.8,58.0,73.0,0.0,2384689.207535617
5.0,0.8,58.0,74.0,0.0,1499588.6469546119
5.0,0.8,58.0,75.0,0.0,934859.623327206
5.0,0.8,58.0,76.0,0.0,581841.3079188234
5.0,0.8,58.0,77.0,0.0,363484.09342612536
5.0,0.8,58.0,78.0,0.0,228839.10612950774
5.0,0.8,58.0,79.0,0.0,145612.64932592507
5.0,0.8,58.0,80.0,0.0,93838.53885460281
5.0,0.8,58.0,81.0,0.0,61333.22755241689
5.0,0.8,58.0,82.0,0.0,40698.83021540676
5.0,0.8,58.0,83.0,0.0,27439.583355283332
5.0,0.8,58.0,84.0,0.0,18809.927254512502
5.0,0.8,58.0,85.0,0.0,13120.103932815433
5.0,0.8,58.0,86.0,0.0,9320.031608989726
5.0,0.8,58.0,87.0,0.0,6749.974603939823
5.0,0.8,58.0,88.0,0.0,4990.572085279966
5.0,0.8,58.0,89.0,0.0,3772.026934689431
5.0,0.8,58.0,90.0,0.0,2918.643328607149
5.0,0.8,58.0,91.0,0.0,2314.618320105919
5.0,0.8,58.0,92.0,0.0,1882.717571442186
5.0,0.8,58.0,93.0,0.0,1570.8354042695391
5.0,0.8,58.0,94.0,0.0,1343.4289936115338
5.0,0.8,58.0,95.0,0.0,1175.9978739162796
5.0,0.8,58.0,96.0,0.0,1051.4866408214177
5.0,0.8,58.0,97.0,0.0,957.9152556352168
5.0,0.8,58.0,98.0,0.0,886.801272960689
5.0,0.8,58.0,99.0,0.0,832.0983104763055
5.0,0.8,58.0,100.0,0.0,789.4746059884317
5.0,0.8,58.0,101.0,0.0,755.8180858584242
5.0,0.8,58.0,102.0,0.0,728.8941697070024
5.0,0.8,58.0,103.0,0.0,707.1081885563078
5.0,0.8,58.0,104.0,0.0,689.3411269862657
5.0,0.8,58.0,105.0,0.0,674.8387745355373
5.0,0.8,58.0,106.0,0.0,663.142485501391
5.0,0.8,58.0,107.0,0.0,654.0561473118532
5.0,0.8,58.0,108.0,0.0,647.649898446457
5.0,0.8,58.0,109.0,0.0,644.30786668751
5.0,0.8,58.0,110.0,0.0,644.8362659838839
5.0,0.8,58.0,111.0,0.0,650.6618332879622
5.0,0.8,58.0,112.0,0.0,664.1723010351021
5.0,0.8,58.0,113.0,0.0,689.2860082607474
5.0,0.8,58.0,114.0,0.0,732.3959209098433
5.0,0.8,58.0,115.0,0.0,803.9286916795098
5.0,0.8,58.0,116.0,0.0,920.9142818872342
5.0,0.8,58.0,117.0,0.0,1111.209065926062
5.0,0.8,58.0,118.0,0.0,1420.400035608415
5.0,0.8,58.0,119.0,0.0,1922.9912482889083
5.0,0.8,58.0,120.0,0.0,2740.271980983764
5.0,0.8,58.0,121.0,0.0,4068.2478551161857
5.0,0.8,58.0,122.0,0.0,6219.9236460150005
5.0,0.8,58.0,123.0,0.0,9686.318500261046
5.0,0.8,58.0,124.0,0.0,15218.229162966581
5.0,0.8,58.0,125.0,0.0,23922.95136787023
5.0,0.8,58.0,126.0,0.0,37352.6794728217
5.0,0.8,58.0,127.0,0.0,57530.54557759451
5.0,0.8,58.0,128.0,0.0,86819.10513742422
5.0,0.8,58.0,129.0,0.0,127504.42394597735
5.0,0.8,58.0,130.0,0.0,180993.4387222422
5.0,0.8,58.0,131.0,0.0,246666.54173207667
5.0,0.8,58.0,132.0,0.0,320716.0062917049
5.0,0.8,58.0,133.0,0.0,395622.86772692687
5.0,0.8,58.0,134.0,0.0,460992.0925196242
5.0,0.8,58.0,135.0,0.0,505984.7863837033
5.0,0.8,58.0,136.0,0.0,522632.97299493133
5.0,0.8,58.0,137.0,0.0,508530.79482425685
5.0,0.8,58.0,138.0,0.0,467515.63476621587
5.0,0.8,58.0,139.0,0.0,408050.8093258018
5.0,0.8,58.0,140.0,0.0,340282.13396769343
5.0,0.8,58.0,141.0,0.0,273235.47498337517
5.0,0.8,58.0,142.0,0.0,213170.00787022416
5.0,0.8,58.0,143.0,0.0,163260.65068522815
5.0,0.8,58.0,144.0,0.0,124182.40295195823
5.0,0.8,58.0,145.0,0.0,95025.91078995857
5.0,0.8,58.0,146.0,0.0,74136.80464172128
5.0,0.8,58.0,147.0,0.0,59705.44871449568
5.0,0.8,58.0,148.0,0.0,50100.214631441166
5.0,0.8,58.0,149.0,0.0,44010.66731697421
5.0,0.8,58.0,150.0,0.0,40476.95946446875
5.0,0.8,58.0,151.0,0.0,38864.32595614477
5.0,0.8,58.0,152.0,0.0,38819.659762536285
5.0,0.8,58.0,153.0,0.0,40230.06044441824
5.0,0.8,58.0,154.0,0.0,43192.48364769768
5.0,0.8,58.0,155.0,0.0,47997.75831721406
5.0,0.8,58.0,156.0,0.0,55129.53408079532
5.0,0.8,58.0,157.0,0.0,65278.06564768271
5.0,0.8,58.0,158.0,0.0,79369.78320036986
5.0,0.8,58.0,159.0,0.0,98616.3426995584
5.0,0.8,58.0,160.0,0.0,124589.87378124446
5.0,0.8,58.0,161.0,0.0,159325.4793752777
5.0,0.8,58.0,162.0,0.0,205406.83341929276
5.0,0.8,58.0,163.0,0.0,265840.29200777126
5.0,0.8,58.0,164.0,0.0,343225.3346800212
5.0,0.8,58.0,165.0,0.0,437548.6904529044
5.0,0.8,58.0,166.0,0.0,542813.6787986951
5.0,0.8,58.0,167.0,0.0,645404.0152164694
5.0,0.8,58.0,168.0,0.0,728733.333642912
5.0,0.8,58.0,169.0,0.0,783344.6471996324
5.0,0.8,58.0,170.0,0.0,812560.9408274884
5.0,0.8,58.0,171.0,0.0,826617.6001609568
5.0,0.8,58.0,172.0,0.0,832358.1133488246
5.0,0.8,58.0,173.0,0.0,829532.0023512748
5.0,0.8,58.0,174.0,0.0,814833.7977905222
5.0,0.8,58.0,175.0,0.0,787546.597161106
5.0,0.8,58.0,176.0,0.0,752092.2371990413
5.0,0.8,58.0,177.0,0.0,717039.5277622938
5.0,0.8,58.0,178.0,0.0,692759.0860573613
5.0,0.8,58.0,179.0,0.0,690321.5850275924
5.0,0.8,58.0,180.0,0.0,722853.249278867
