a,b,theta,E,E_p,E_t
6.940638795573724,6.778460969082652,30.0,-62.1934,-4.6511,-13.2228
7.113843876330613,6.878460969082652,30.0,-61.2628,-4.2548,-13.1883
7.287048957087501,6.9784609690826525,30.0,-58.708,-3.8892,-12.7324
7.460254037844388,7.078460969082652,30.0,-55.3304,-3.5562,-12.0545
7.633459118601275,7.178460969082652,30.0,-51.6358,-3.2565,-11.2807
7.806664199358163,7.278460969082652,30.0,-47.8706,-2.9843,-10.4755
5.974613391789285,6.45166604983954,30.0,10.1964,-6.1982,5.6482
6.147818472546173,6.55166604983954,30.0,-19.0158,-5.6877,-1.9101
6.321023553303061,6.65166604983954,30.0,-38.9172,-5.2086,-7.125
6.494228634059948,6.75166604983954,30.0,-51.3048,-4.764,-10.4442
6.667433714816836,6.851666049839539,30.0,-57.8188,-4.3576,-12.2759
6.840638795573724,6.95166604983954,30.0,-60.039,-3.9839,-13.0178
7.013843876330612,7.05166604983954,30.0,-59.4232,-3.6434,-13.0341
7.187048957087501,7.15166604983954,30.0,-57.1304,-3.3336,-12.6158
7.3602540378443875,7.25166604983954,30.0,-53.975,-3.0539,-11.9668
7.533459118601274,7.351666049839539,30.0,-50.4506,-2.7993,-11.213
7.706664199358163,7.45166604983954,30.0,-46.8324,-2.5692,-10.4235
5.8746133917892855,6.624871130596428,30.0,16.154,-5.334,6.7055
6.047818472546173,6.724871130596427,30.0,-14.0416,-4.88,-1.0704
6.221023553303062,6.824871130596428,30.0,-34.7696,-4.463,-6.4609
6.394228634059949,6.9248711305964274,30.0,-47.8746,-4.0811,-9.9281
6.567433714816836,7.024871130596427,30.0,-55.0144,-3.7318,-11.8877
6.740638795573724,7.124871130596428,30.0,-57.76,-3.4126,-12.7337
6.9138438763306125,7.224871130596427,30.0,-57.5746,-3.1267,-12.8303
7.087048957087501,7.324871130596428,30.0,-55.6104,-2.8658,-12.4697
7.260254037844388,7.4248711305964274,30.0,-52.6944,-2.6294,-11.8589
7.433459118601275,7.524871130596427,30.0,-49.3608,-2.4162,-11.1321
7.606664199358163,7.624871130596428,30.0,-45.8918,-2.2243,-10.3608
5.774613391789285,6.798076211353315,30.0,22.6808,-4.5702,7.9553
5.947818472546173,6.898076211353315,30.0,-8.6588,-4.1802,-0.0746
6.121023553303061,6.9980762113533155,30.0,-30.2946,-3.8221,-5.6626
6.294228634059948,7.098076211353315,30.0,-44.1836,-3.4948,-9.2985
6.467433714816836,7.198076211353315,30.0,-52.041,-3.2007,-11.4099
6.640638795573723,7.298076211353315,30.0,-55.417,-2.9335,-12.3875
6.813843876330612,7.398076211353315,30.0,-55.7308,-2.6902,-12.5876
6.9870489570875005,7.4980762113533155,30.0,-54.1378,-2.4707,-12.2991
7.160254037844387,7.598076211353315,30.0,-51.4992,-2.2738,-11.7379
7.333459118601274,7.698076211353315,30.0,-48.355,-2.0951,-11.0412
7.506664199358163,7.798076211353315,30.0,-45.0224,-1.9314,-10.2899
7.8312295476817635,4.506866291728221,35.0,23.3416,5.8188,2.926
7.995059956539561,4.62158157899843,35.0,-12.2182,-0.5305,-2.7893
8.15889036539736,4.736296866268639,35.0,-36.1228,-4.9402,-6.5606
8.322720774255158,4.851012153538848,35.0,-51.2846,-7.8543,-8.894
8.486551183112958,4.965727440809058,35.0,-60.0038,-9.6453,-10.1783
8.650381591970755,5.080442728079267,35.0,-64.0434,-10.6053,-10.7082
8.814212000828553,5.195158015349476,35.0,-64.762,-10.9672,-10.7069
8.978042409686353,5.309873302619685,35.0,-63.2068,-10.902,-10.3507
9.14187281854415,5.424588589889894,35.0,-60.232,-10.552,-9.782
9.305703227401949,5.539303877160104,35.0,-56.4822,-10.0253,-9.1079
9.469533636259747,5.654019164430313,35.0,-52.3996,-9.3988,-8.4005
7.716514260411554,4.670696700586019,35.0,4.0284,-2.6288,2.3215
7.880344669269351,4.785411987856229,35.0,-25.8764,-6.3474,-3.2954
8.044175078127152,4.900127275126438,35.0,-45.4716,-8.7404,-6.9977
8.208005486984948,5.014842562396646,35.0,-57.42,-10.1432,-9.2834
8.371835895842748,5.129557849666856,35.0,-63.7662,-10.8229,-10.5301
8.535666304700545,5.244273136937066,35.0,-66.0626,-10.9829,-11.0242
8.699496713558343,5.358988424207274,35.0,-65.5058,-10.7797,-10.9866
8.863327122416143,5.473703711477484,35.0,-63.08,-10.3432,-10.5984
9.02715753127394,5.588418998747693,35.0,-59.5346,-9.7657,-10.0008
9.19098794013174,5.703134286017903,35.0,-55.441,-9.1147,-9.3029
9.354818348989538,5.817849573288111,35.0,-51.172,-8.435,-8.5755
7.601798973141345,4.834527109443818,35.0,-8.8356,-7.5132,1.5477
7.765629381999142,4.949242396714027,35.0,-34.5376,-9.4452,-3.9118
7.929459790856942,5.063957683984237,35.0,-51.0276,-10.51,-7.5019
8.093290199714739,5.1786729712544455,35.0,-60.7224,-10.9452,-9.708
8.257120608572539,5.293388258524655,35.0,-65.4328,-10.9314,-10.8925
8.420951017430335,5.408103545794864,35.0,-66.5654,-10.6147,-11.334
8.584781426288133,5.522818833065073,35.0,-65.2262,-10.1093,-11.2519
8.748611835145933,5.637534120335283,35.0,-62.289,-9.4923,-10.8261
8.91244224400373,5.7522494076054915,35.0,-58.446,-8.825,-10.199
9.07627265286153,5.866964694875701,35.0,-54.1944,-8.1428,-9.4772
9.240103061719328,5.98167998214591,35.0,-49.8748,-7.473,-8.7322
7.487083685871135,4.998357518301616,35.0,-17.4344,-9.9914,0.6371
7.6509140947289325,5.113072805571825,35.0,-39.9958,-10.7621,-4.6179
7.8147445035867324,5.227788092842035,35.0,-54.2118,-10.9847,-8.0606
7.97857491244453,5.342503380112244,35.0,-62.2902,-10.8261,-10.1595
8.14240532130233,5.457218667382453,35.0,-65.8748,-10.416,-11.2607
8.306235730160127,5.571933954652662,35.0,-66.247,-9.8547,-11.6344
8.470066139017925,5.686649241922871,35.0,-64.4134,-9.2113,-11.4977
8.633896547875725,5.801364529193081,35.0,-61.1864,-8.5334,-11.0299
8.797726956733522,5.91607981646329,35.0,-57.1992,-7.853,-10.3733
8.961557365591322,6.0307951037334995,35.0,-52.9074,-7.1933,-9.6302
9.12538777444912,6.145510391003708,35.0,-48.597,-6.5631,-8.8677
7.372368398600926,5.162187927159414,35.0,-23.265,-10.9139,-0.3593
7.536198807458724,5.276903214429623,35.0,-43.4534,-10.9559,-5.3854
7.700029216316524,5.391618501699833,35.0,-55.9714,-10.6743,-8.6557
7.863859625174321,5.506333788970042,35.0,-62.8796,-10.1902,-10.6248
8.027690034032121,5.621049076240252,35.0,-65.6702,-9.5851,-11.625
8.191520442889917,5.7357643635104605,35.0,-65.5198,-8.9229,-11.9185
8.355350851747716,5.850479650780669,35.0,-63.3612,-8.2412,-11.7197
8.519181260605516,5.965194938050879,35.0,-59.9662,-7.5671,-11.208
8.683011669463312,6.079910225321088,35.0,-55.9274,-6.9199,-10.5219
8.846842078321112,6.194625512591298,35.0,-51.6482,-6.3041,-9.76
9.01067248717891,6.3093407998615065,35.0,-47.4042,-5.7335,-8.9843
7.257653111330717,5.326018336017213,35.0,-27.281,-10.8675,-1.3865
7.421483520188515,5.4407336232874215,35.0,-45.662,-10.4874,-6.1718
7.585313929046315,5.555448910557631,35.0,-56.9262,-9.9413,-9.2609
7.749144337904112,5.67016419782784,35.0,-62.9648,-9.306,-11.0882
7.912974746761912,5.78487948509805,35.0,-65.166,-8.6306,-11.9762
8.076805155619708,5.899594772368259,35.0,-64.6228,-7.9502,-12.1806
8.240635564477506,6.0143100596384675,35.0,-62.2364,-7.2862,-11.916
8.404465973335306,6.129025346908677,35.0,-58.737,-6.6515,-11.3585
8.568296382193102,6.243740634178886,35.0,-54.6858,-6.0533,-10.6448
8.732126791050902,6.358455921449096,35.0,-50.4746,-5.5027,-9.8673
8.8959571999087,6.473171208719305,35.0,-46.3082,-4.9935,-9.0803
7.142937824060508,5.489848744875011,35.0,-30.0564,-10.2686,-2.3798
7.306768232918305,5.60456403214522,35.0,-47.1068,-9.6772,-6.9381
7.470598641776105,5.719279319415429,35.0,-57.4324,-9.0194,-9.8484
7.634429050633902,5.833994606685638,35.0,-62.8056,-8.3384,-11.5322
7.798259459491702,5.948709893955848,35.0,-64.5376,-7.663,-12.3029
7.962089868349499,6.063425181226057,35.0,-63.6786,-7.0115,-12.4139
8.125920277207298,6.178140468496266,35.0,-61.106,-6.39,-12.0815
8.289750686065098,6.2928557557664755,35.0,-57.5482,-5.8125,-11.4808
8.453581094922894,6.407571043036684,35.0,-53.5284,-5.2788,-10.7427
8.617411503780694,6.522286330306894,35.0,-49.3808,-4.7878,-9.9513
8.781241912638492,6.637001617577103,35.0,-45.3174,-4.3439,-9.1574
7.028222536790299,5.65367915373281,35.0,-31.9162,-9.4013,-3.2784
7.192052945648096,5.768394441003018,35.0,-48.0102,-8.7291,-7.638
7.355883354505896,5.883109728273228,35.0,-57.6508,-8.0474,-10.389
7.5197137633636935,5.997825015543437,35.0,-62.5032,-7.3796,-11.936
7.683544172221493,6.112540302813647,35.0,-63.8476,-6.7412,-12.5913
7.84737458107929,6.227255590083855,35.0,-62.7178,-6.1373,-12.6108
8.011204989937088,6.341970877354065,35.0,-60.01,-5.5786,-12.2132
8.175035398794888,6.456686164624275,35.0,-56.4266,-5.0637,-11.5748
8.338865807652684,6.5714014518944825,35.0,-52.4424,-4.5916,-10.8148
8.502696216510484,6.686116739164692,35.0,-48.3848,-4.167,-10.0127
8.666526625368283,6.800832026434902,35.0,-44.4342,-3.7857,-9.2157
6.913507249520089,5.817509562590608,35.0,-32.9612,-8.4362,-4.0222
7.077337658377886,5.932224849860817,35.0,-48.4388,-7.7596,-8.2299
7.241168067235686,6.046940137131027,35.0,-57.6096,-7.1024,-10.8512
7.404998476093484,6.161655424401236,35.0,-62.0768,-6.4778,-12.2803
7.568828884951284,6.276370711671445,35.0,-63.1026,-5.8921,-12.8296
7.73265929380908,6.391085998941654,35.0,-61.7684,-5.3528,-12.7657
7.896489702666878,6.505801286211863,35.0,-58.9564,-4.8562,-12.311
8.060320111524678,6.620516573482073,35.0,-55.3622,-4.4047,-11.6382
8.224150520382475,6.735231860752282,35.0,-51.4488,-3.9996,-10.8624
8.387980929240275,6.849947148022491,35.0,-47.4884,-3.6334,-10.0554
8.551811338098073,6.9646624352927,35.0,-43.6278,-3.3023,-9.2558
6.79879196224988,5.981339971448406,35.0,-33.207,-7.4743,-4.5646
6.962622371107678,6.096055258718615,35.0,-48.3598,-6.8309,-8.6745
7.1264527799654775,6.210770545988825,35.0,-57.2706,-6.2207,-11.2073
7.290283188823275,6.325485833259034,35.0,-61.491,-5.6557,-12.5449
7.454113597681075,6.4402011205292435,35.0,-62.2976,-5.1346,-13.0071
7.617944006538871,6.554916407799452,35.0,-60.8052,-4.6568,-12.8729
7.7817744153966695,6.669631695069661,35.0,-57.9406,-4.2253,-12.3725
7.9456048242544695,6.784346982339871,35.0,-54.3748,-3.8384,-11.6745
8.109435233112265,6.89906226961008,35.0,-50.5244,-3.4872,-10.8875
8.273265641970067,7.01377755688029,35.0,-46.6532,-3.1706,-10.078
8.437096050827865,7.128492844150498,35.0,-42.8914,-2.8877,-9.279
6.684076674979671,6.1451703803062045,35.0,-32.6248,-6.565,-4.8737
6.847907083837469,6.259885667576413,35.0,-47.7218,-5.9737,-8.9436
7.011737492695269,6.374600954846623,35.0,-56.5898,-5.4287,-11.4331
7.175567901553066,6.489316242116832,35.0,-60.6986,-4.9245,-12.7124
7.339398310410866,6.604031529387042,35.0,-61.3894,-4.4661,-13.1143
7.503228719268662,6.718746816657251,35.0,-59.832,-4.0548,-12.9306
7.667059128126461,6.8334621039274595,35.0,-56.9612,-3.6842,-12.3982
7.830889536984261,6.948177391197669,35.0,-53.4344,-3.348,-11.6846
7.994719945842057,7.062892678467878,35.0,-49.6616,-3.0458,-10.8925
8.158550354699857,7.177607965738088,35.0,-45.8944,-2.7774,-10.0849
8.322380763557655,7.292323253008297,35.0,-42.232,-2.5378,-9.2891
6.569361387709462,6.309000789164003,35.0,-31.209,-5.7341,-4.9352
6.733191796567259,6.423716076434212,35.0,-46.4952,-5.2074,-9.0201
6.897022205425059,6.538431363704421,35.0,-55.4876,-4.722,-11.5109
7.060852614282856,6.65314665097463,35.0,-59.6538,-4.2843,-12.7713
7.224683023140656,6.76786193824484,35.0,-60.361,-3.8917,-13.1444
7.388513431998453,6.882577225515049,35.0,-58.821,-3.5355,-12.9375
7.552343840856251,6.997292512785258,35.0,-55.9876,-3.2138,-12.39
7.716174249714051,7.112007800055467,35.0,-52.5364,-2.9266,-11.6708
7.880004658571847,7.226723087325676,35.0,-48.868,-2.6714,-10.8813
8.043835067429647,7.341438374595886,35.0,-45.1882,-2.4419,-10.0761
8.207665476287445,7.456153661866095,35.0,-41.6024,-2.2306,-9.2853
6.454646100439253,6.472831198021801,35.0,-28.9902,-4.9935,-4.7508
6.61847650929705,6.587546485292011,35.0,-44.6578,-4.5295,-8.8997
6.78230691815485,6.70226177256222,35.0,-53.9548,-4.1112,-11.4331
6.946137327012647,6.816977059832428,35.0,-58.3266,-3.7349,-12.7142
7.109967735870447,6.931692347102638,35.0,-59.1672,-3.3938,-13.0949
7.273798144728244,7.046407634372848,35.0,-57.7374,-3.0865,-12.8911
7.437628553586042,7.161122921643056,35.0,-55.0236,-2.8144,-12.3487
7.601458962443842,7.275838208913266,35.0,-51.6796,-2.5698,-11.635
7.765289371301638,7.390553496183475,35.0,-48.1078,-2.3491,-10.8524
7.929119780159438,7.505268783453685,35.0,-44.5148,-2.1478,-10.0548
8.092950189017236,7.619984070723893,35.0,-41.0166,-1.9691,-9.2696
6.339930813169043,6.636661606879599,35.0,-26.033,-4.3439,-4.3363
6.50376122202684,6.751376894149809,35.0,-42.247,-3.9463,-8.5886
6.66759163088464,6.866092181420019,35.0,-51.9756,-3.5844,-11.2017
6.831422039742438,6.980807468690227,35.0,-56.6952,-3.259,-12.5443
6.995252448600238,7.095522755960436,35.0,-57.805,-2.9661,-12.9682
7.159082857458034,7.210238043230646,35.0,-56.5974,-2.7059,-12.7964
7.322913266315832,7.324953330500854,35.0,-54.0524,-2.4732,-12.2765
7.486743675173632,7.439668617771064,35.0,-50.8392,-2.26,-11.5798
7.650574084031429,7.5543839050412736,35.0,-47.3816,-2.0688,-10.811
7.814404492889229,7.669099192311483,35.0,-43.89,-1.8982,-10.0234
7.978234901747027,7.783814479581691,35.0,-40.471,-1.7439,-9.2458
6.225215525898834,6.800492015737398,35.0,-22.4536,-3.787,-3.7199
6.3890459347566315,6.915207303007607,35.0,-39.3048,-3.4408,-8.1058
6.5528763436144315,7.029922590277817,35.0,-49.5876,-3.1292,-10.8323
6.716706752472229,7.144637877548026,35.0,-54.7762,-2.8501,-12.269
6.880537161330029,7.2593531648182354,35.0,-56.295,-2.6037,-12.7719
7.044367570187825,7.374068452088444,35.0,-55.3908,-2.3798,-12.6578
7.208197979045623,7.488783739358653,35.0,-53.068,-2.1754,-12.1793
7.372028387903423,7.603499026628863,35.0,-50.0218,-1.9929,-11.509
7.53585879676122,7.718214313899072,35.0,-46.6918,-1.8305,-10.7577
7.69968920561902,7.8329296011692815,35.0,-43.2928,-1.6812,-9.9826
7.863519614476818,7.94764488843949,35.0,-39.9394,-1.5445,-9.2126
8.437090251318498,3.9465818236933066,40.0,108.276,33.1994,10.4693
8.590299139942292,4.075139345630613,40.0,46.9678,17.5917,2.9461
8.743508028566088,4.203696867567922,40.0,4.0236,6.5318,-2.26
8.896716917189885,4.33225438950523,40.0,-24.8526,-1.0397,-5.6933
9.04992580581368,4.460811911442538,40.0,-43.1188,-5.9398,-7.8098
9.203134694437475,4.589369433379845,40.0,-53.7192,-8.8984,-8.9806
9.356343583061271,4.717926955317153,40.0,-58.9,-10.4806,-9.4847
9.509552471685067,4.846484477254461,40.0,-60.346,-11.1334,-9.5198
9.662761360308862,4.9750419991917685,40.0,-59.2866,-11.1729,-9.2352
9.815970248932658,5.103599521129078,40.0,-56.6688,-10.8236,-8.7554
9.969179137556454,5.232157043066384,40.0,-53.1824,-10.2454,-8.1729
8.30853272938119,4.099790712317102,40.0,74.4884,15.1568,11.0437
8.461741618004984,4.228348234254408,40.0,22.5502,4.8349,3.2201
8.61495050662878,4.3569057561917175,40.0,-13.1176,-2.1616,-2.1986
8.768159395252576,4.485463278129025,40.0,-36.39,-6.639,-5.778
8.921368283876372,4.614020800066333,40.0,-50.5534,-9.2935,-7.9916
9.074577172500167,4.742578322003641,40.0,-58.2228,-10.6662,-9.2226
9.227786061123963,4.871135843940948,40.0,-61.3956,-11.1816,-9.7581
9.380994949747759,4.999693365878256,40.0,-61.4712,-11.1302,-9.8027
9.534203838371553,5.128250887815564,40.0,-59.5082,-10.7257,-9.5142
9.68741272699535,5.256808409752873,40.0,-56.3202,-10.1175,-9.0213
9.840621615619146,5.385365931690179,40.0,-52.485,-9.4013,-8.4206
8.179975207443881,4.252999600940898,40.0,51.9846,3.2615,11.3654
8.333184096067676,4.381557122878204,40.0,6.9406,-3.1919,3.3311
8.486392984691474,4.510114644815513,40.0,-23.4694,-7.2699,-2.2324
8.639601873315268,4.638672166752821,40.0,-42.9482,-9.6421,-5.916
8.792810761939066,4.767229688690129,40.0,-54.4514,-10.8211,-8.2023
8.94601965056286,4.895787210627436,40.0,-60.3248,-11.208,-9.4772
9.099228539186655,5.024344732564744,40.0,-62.2836,-11.075,-10.0334
9.252437427810452,5.152902254502052,40.0,-61.5664,-10.621,-10.0811
9.405646316434247,5.281459776439359,40.0,-59.1056,-9.9864,-9.7832
9.558855205058041,5.410017298376669,40.0,-55.609,-9.2577,-9.2734
9.712064093681839,5.5385748203139755,40.0,-51.607,-8.4983,-8.6526
8.051417685506573,4.406208489564693,40.0,37.3484,-4.1344,11.4043
8.20462657413037,4.534766011502,40.0,-2.6436,-7.8386,3.2584
8.357835462754165,4.663323533439309,40.0,-29.408,-9.9456,-2.3792
8.51104435137796,4.791881055376616,40.0,-46.367,-10.9465,-6.1185
8.664253240001758,4.9204385773139245,40.0,-56.2162,-11.2155,-8.4463
8.817462128625552,5.048996099251232,40.0,-61.0022,-11.0073,-9.7469
8.970671017249346,5.177553621188539,40.0,-62.2638,-10.5107,-10.3106
9.123879905873144,5.306111143125848,40.0,-61.1048,-9.851,-10.3507
9.277088794496938,5.434668665063155,40.0,-58.3822,-9.1141,-10.0385
9.430297683120735,5.563226187000464,40.0,-54.7388,-8.3522,-9.5086
9.58350657174453,5.691783708937771,40.0,-50.684,-7.6028,-8.8696
7.922860163569266,4.559417378188488,40.0,27.8968,-8.351,11.1497
8.076069052193061,4.687974900125795,40.0,-8.452,-10.2096,2.9918
8.229277940816857,4.816532422063104,40.0,-32.6892,-11.0456,-2.6495
8.382486829440651,4.9450899440004115,40.0,-47.991,-11.2067,-6.3944
8.53569571806445,5.07364746593772,40.0,-56.7802,-10.9295,-8.7303
8.688904606688244,5.202204987875027,40.0,-60.9132,-10.3934,-10.0316
8.842113495312038,5.330762509812335,40.0,-61.7772,-9.713,-10.5878
8.995322383935836,5.459320031749643,40.0,-60.3824,-8.968,-10.6116
9.14853127255963,5.58787755368695,40.0,-57.5254,-8.2067,-10.278
9.301740161183426,5.7164350756242595,40.0,-53.8354,-7.4617,-9.728
9.454949049807222,5.844992597561566,40.0,-49.776,-6.7538,-9.0671
7.794302641631957,4.7126262668122845,40.0,21.5606,-10.4367,10.6085
7.947511530255753,4.841183788749591,40.0,-12.1092,-11.1202,2.5328
8.100720418879549,4.9697413106869,40.0,-34.5352,-11.181,-3.0433
8.253929307503345,5.098298832624208,40.0,-48.6684,-10.8418,-6.7462
8.407138196127141,5.226856354561516,40.0,-56.7642,-10.2717,-9.0552
8.560347084750935,5.355413876498823,40.0,-60.484,-9.5732,-10.3344
8.713555973374731,5.483971398436131,40.0,-61.1062,-8.8219,-10.8656
8.866764861998528,5.612528920373439,40.0,-59.5774,-8.0625,-10.8631
9.019973750622322,5.741086442310746,40.0,-56.654,-7.3232,-10.5019
9.173182639246118,5.869643964248056,40.0,-52.9538,-6.6233,-9.9268
9.326391527869914,5.998201486185362,40.0,-48.933,-5.9737,-9.2464
7.66574511969465,4.86583515543608,40.0,16.8826,-11.1729,9.8071
7.818954008318445,4.994392677373386,40.0,-14.7014,-11.1409,1.8951
7.972162896942241,5.122950199310695,40.0,-35.7218,-10.7471,-3.5569
8.125371785566037,5.251507721248003,40.0,-48.9794,-10.1457,-7.172
8.278580674189833,5.380065243185311,40.0,-56.5408,-9.4314,-9.4195
8.431789562813627,5.5086227651226185,40.0,-59.9636,-8.677,-10.6524
8.584998451437423,5.637180287059926,40.0,-60.3988,-7.9176,-11.1409
8.73820734006122,5.765737808997234,40.0,-58.772,-7.1858,-11.1001
8.891416228685014,5.894295330934542,40.0,-55.8148,-6.4948,-10.7063
9.044625117308811,6.022852852871851,40.0,-52.135,-5.8551,-10.1062
9.197834005932606,6.151410374809157,40.0,-48.1704,-5.2738,-9.4057
7.537187597757342,5.019044044059876,40.0,12.982,-11.0876,8.7893
7.690396486381138,5.147601565997182,40.0,-16.8624,-10.6436,1.1062
7.843605375004934,5.2761590879344915,40.0,-36.7236,-10.014,-4.1739
7.996814263628728,5.404716609871799,40.0,-49.233,-9.2891,-7.6637
8.150023152252526,5.533274131809107,40.0,-56.3378,-8.5297,-9.8196
8.30323204087632,5.661831653746415,40.0,-59.4758,-7.7747,-10.9816
8.456440929500115,5.790389175683722,40.0,-59.7466,-7.0497,-11.4118
